INDEX	Specimen CODE	collectionNumber	Alt_Coll_No	LABEL_Species_author	Cleaned_NAMES-USE-THIS	id_modifier	Genus	Species_ept	collectionDate	collectors	Material type	Received by MOR	country	state/province	substate	substateRank	site	habitat	associates	Flower	Fruit	Veg	MatureBuds	DBH-cm	Height-m	plantAttributesOther	elevation	elevationSource	determinationOriginal	subsequentDetermination	detBy	detDate	determinationNotes	sourceInstitution	livingCollectionsNumber	OrigSourceInfo	Original Source- Cultivated	waypoint	latitude.orig	longitude.orig	datum	utm_zone	utm_northing	utm_easting	Altitude	coordinatesSource	photos	Collecting_Extracting notes	Expedition	Project	DNA_location	voucher1	voucher2	voucher3	otherVouchers	MOR_Acc_Num	Voucher_Notes	MOR_Barcode	MorphAcc_Num	Recollect_Date	Recollect_Num	Recollect_Collecters	Sent to Floragenex	RAD Batch.No	RAD sequencing notes	TEMP	Mira used for:	Wild_Arb_GH_Collected	Paper References	latitude_georef	longitude_georef	Georeference_source	country-georef	state_province_georef	County_georef	City_georef	Tip_labels 	Andrews Paper	Voucher Imaged	SPECIES-LINK-TO-TAXONOMY (no vars)	Cronn CP Sequenced	SRA_bioproject_accession	SRA_biosample_accession	SRA_library_ID	SRA_title_correct_LOCALITY_INFO	SRA_filename	SRA_Publication	SRA_SEQUENCES USED IN 	SRA_NOTES	Sequenced on 	Sequencing Summary	Floragenex Lib.No	EXTRACTION LABELING
845	QUE000845	IL-SH-086		Quercus oleoides Schltdl. & Cham.	#N/A		Quercus	oleoides	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus oleoides 					Starhill Forest Arboretum	2006-060	Larry Buford; ; ; ; USA; Larry Buford; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: L. Buford.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus oleoides Schltdl. & Cham.													
846	QUE000846	IL-SH-087		Quercus phillyraeoides A.Gray	#N/A		Quercus	phillyraeoides	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: ? 4 or 5	Arboretum; potted	n/a			Y					n/a	n/a	Quercus phillyreoides					Starhill Forest Arboretum	? (2011-106, 1999-065, or 2003-045)	Thrompenberg; ; ; ; Netherlands; Gert Fortgens; ; seed 		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Trompenburg.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus phillyraeoides A.Gray													
847	QUE000847	IL-SH-088		Quercus phillyraeoides A.Gray	#N/A		Quercus	phillyraeoides	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: ? 4 or 5	Arboretum; potted	n/a			Y					n/a	n/a	phillyreoides					Starhill Forest Arboretum	? (2011-106, 1999-065, or 2003-045)	Thrompenberg; ; ; ; Netherlands; Gert Fortgens; ; seed 		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Trompenburg.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus phillyraeoides A.Gray													
848	QUE000848	IL-SH-082		Quercus planipocula Trel.	Quercus planipocula		Quercus	planipocula	6/11/2012	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus planipocula					Starhill Forest Arboretum	1995-026	Nayarit; 15 k N. of Compostella ; Mexico; 1025m; 21-20-43N/104-55-25W	F	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: 100595-5.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	na	X	X	X	no voucher	no voucher						OAK-MOR-495	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		21.34527	-104.9236	GPS in provenance info	Mexico	Nayarit			Quercus planipocula_>OAK-MOR-495	Quercus planipocula | OAK-MOR-495 | MEXICO : Nayarit	na	Quercus planipocula Trel.		PRJNA376740	0	OAK-MOR-495	PstI RADseq of Quercus planipocula from MEXICO : Nayarit	OAK-MOR-495.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
849	QUE000849	IL-SH-080		Quercus polymorpha Schltdl. & Cham.	#N/A		Quercus	polymorpha	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus polymorpha					Starhill Forest Arboretum	(? 2006-063 or 2006-102)	Del Rio Rexas; ; ; USA; David Richardson; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Ex Horto; Del Rio, TX; D. Richardson.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus polymorpha Schltdl. & Cham.													
850	QUE000850	IL-SH-084		Quercus polymorpha Schltdl. & Cham.	Quercus polymorpha		Quercus	polymorpha	6/11/2012	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus polymorpha					Starhill Forest Arboretum	1996-038	S. Monterey Nuevo Leon; Mexico 	F	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Monterrey Area; N.L., Mex. Daniel Zambrans; 96 (97).		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	photo voucher	X	X	X	photo voucher only							OAK-MOR-173	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		25.677806	-100.808778	Google earth to Nuevo Leon, Mx. Monterrey	Mexico	Nuevo Leon			Quercus polymorpha_>OAK-MOR-173	Quercus polymorpha | OAK-MOR-173 | MEXICO : Nuevo Leon	http://quercus.lifedesks.org/node/924	Quercus polymorpha Schltdl. & Cham.		PRJNA376740	0	OAK-MOR-173	PstI RADseq of Quercus polymorpha from MEXICO : Nuevo Leon	OAK-MOR-173.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
851	QUE000851	IL-SH-085		Quercus polymorpha Schltdl. & Cham.	Quercus polymorpha		Quercus	polymorpha	6/11/2012	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 3	Arboretum; potted	n/a			Y					n/a	n/a	Quercus polymorpha					Starhill Forest Arboretum	2006-064	Dolan Falls;  TX; Val Verde Co. ; USA	F	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Dolan Falls; Valverde Co.; TX.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	photo voucher	X	X	X	photo voucher only							OAK-MOR-174	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		29.883333	-101	Google search for Dolan Falls, Texas.	USA	Texas	Val Verde		Quercus polymorpha_>OAK-MOR-174	Quercus polymorpha | OAK-MOR-174 | USA : Texas	http://quercus.lifedesks.org/node/917	Quercus polymorpha Schltdl. & Cham.		PRJNA376740	0	OAK-MOR-174	PstI RADseq of Quercus polymorpha from USA : Texas	OAK-MOR-174.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
852	QUE000852	IL-SH-068		Quercus pumila Sudw.	#N/A		Quercus	pumila	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus pumila (= elliotii)					Starhill Forest Arboretum	2004-054	Bob McCartney; ; ; USA; Bob McCartney; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: McCartney; 04.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus pumila Sudw.													
853	QUE000853	IL-SH-081		Quercus pungens Liebm.	#N/A		Quercus	pungens	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus pungens					Starhill Forest Arboretum	1996-039	Calberson Co.;  TX; Calberson Co.; USA		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Calberson Co., TX, Simpson; 96.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus pungens Liebm.													
854	QUE000854	IL-SH-083		Quercus resinosa Liebm.	#N/A		Quercus	resinosa	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus resinosa					Starhill Forest Arboretum	1995-027	15 K SW of Cocula, Jalisco; Cocula; Jalisco;  Mexico 		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: 15 K SW Cocula, Jal., 1575 m; 95.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus resinosa Liebm.													
855	QUE000855	IL-SH-078		Quercus sartorii Lieb.	Quercus sartorii		Quercus	sartorii	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus sartorii					Starhill Forest Arboretum	? (2011-109 or 2011-110)	Arboretum at Botanic Garden Javier Clavijero; Xalapa; ; Mexico; 7950'; ;Xalapa; ; Mexica; Guy Sternberg; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Lot. 2; Javier Clavijero, Xalapa; 7950 ft..		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	na	X	X	X	no voucher	no voucher						OAK-MOR-499	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		NA	NA	NA					Quercus sartorii_>OAK-MOR-499		na	Quercus sartorii Lieb.													
856	QUE000856	IL-SH-079		Quercus sinuata Walter	#N/A		Quercus	sinuata	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus sinuata					Starhill Forest Arboretum	(?2000-041 or 2000-061)	Edgefield Co.; SC; Edgefield Co.; USA 		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Edgefield Co. SC.; Lance, 00		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus sinuata Walter													
857	QUE000857	IL-SH-062		Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.	#N/A		Quercus	sinuata var. breviloba	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus sinuata breviloba					Starhill Forest Arboretum	2000-040	Kimble Co.; TX; Kimble Co.; USA		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Kimble Co., Texas; M Enquist; Q2K		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus sinuata Walter													
858	QUE000858	IL-SH-076		Quercus tomentella Engelm.	#N/A		Quercus	tomentella	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus tomentella 					Starhill Forest Arboretum	1999-044	Santa Barbara BG; ; CA; ; USA; Robert Haller; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Santa Barbara BG; R. Haller; 99		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus tomentella Engelm.													
859	QUE000859	IL-SH-077		Quercus tristis Liebm.	#N/A		Quercus	tristis	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus tristis					Starhill Forest Arboretum	(? 1998-036 or 1998-043)	NW Mixto Guatelmala; ; ; ; Guatelmala; Guy Sternberg; seed 		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Mixto, Guatemala; 98		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus tristis Liebm.													
860	QUE000860	IL-SH-073		Quercus trojana Webb	#N/A		Quercus	trojana	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus trojana 					Starhill Forest Arboretum	1996-042	Mottola; Mottola; ; Taranto; Italy; Thierry Lamant; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Mottola, Taranto, Italy; 400 m; Des Barres; 96		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus trojana Webb													
861	QUE000861	IL-SH-074		Quercus trojana Webb	#N/A		Quercus	trojana	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus trojana 					Starhill Forest Arboretum	1999-045	Arb. De Verrieres-le-Buisson; ; ; ; France; Stephanie Brame; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: ? (typo on label or error on sheet)Arb of Verrieres-le-Vuisson, Brame; 99		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus trojana Webb													
862	QUE000862	IL-SH-061		Quercus uxoris McVaugh	#N/A		Quercus	uxoris	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 1	Arboretum; potted	n/a			Y					n/a	n/a	Quercus uxoris					Starhill Forest Arboretum	1995-033	SW Mexico; El Durazno; Jalisco; Mexico; 1085'; 19-31-26N/104-15-46W		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: 101795-1B		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus uxoris McVaugh													
863	QUE000863	IL-SH-075		Quercus vaseyana Buckley	Quercus vaseyana		Quercus	vaseyana	6/11/2012	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus vaseyana					Starhill Forest Arboretum	1999-046	Real Co.; ; OH/should this be TEXAS???; Real Co.; USA	F	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Real Cp., TX; D. Richardson; 99		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	photo voucher	X	X	X	photo voucher only							OAK-MOR-528	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		29.842715	-99.818781	Google earth to center of Real Co., TX	USA	Texas			Quercus vaseyana_>OAK-MOR-528	Quercus vaseyana | OAK-MOR-528 | USA : Texas	http://quercus.lifedesks.org/node/923	Quercus vaseyana Buckley		PRJNA376740	0	OAK-MOR-528	PstI RADseq of Quercus vaseyana from USA : Texas	OAK-MOR-528.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
864	QUE000864	IL-SH-064		Quercus x cerrioides Willk. & Costa	#N/A	pyrenauca x pubescens (x faginea)??	Quercus	x cerrioides	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 	Arboretum; potted	n/a			Y					n/a	n/a	??Quercus x cerrioides 'pyrenauca x pubescens' (x faginea)??					Starhill Forest Arboretum				n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: 40 K S. Jaca, Spain; 2000 ft.; 01; Notes: Labeled at Starhill Arboretum as ??Quercus x cerrioides 'pyrenauca x pubescens' (x faginea)??		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus x cerrioides Willk. & Costa													
865	QUE000865	IL-SH-072		Quercus yunnanensis Franchet	#N/A		Quercus	yunnanensis	41071	Andrew Hipp, Nick Stoynoff, Marcial Escuardo			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 2	Arboretum; potted	n/a			Y					n/a	n/a	Quercus yunnanensis					Starhill Forest Arboretum	1999-056	Bill Funk; L. Lijiang; Yunnan Province; China; Zhou Zhekun; seed		n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: Lijiang, Yunnan; 2300 m; Zhou x Fung		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus yunnanensis Franchet													
866	QUE000866	IL-SH-127		Quercus baronii Skan	#N/A		Quercus	baronii	41071	Bethany Hayward Brown, Kelsey Tucker,  Audrey Brauer			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment: Oak Street, Lot #: 	Arboretum; potted	n/a			Y					n/a	n/a	Quercus baronii					Starhill Forest Arboretum				n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: 903-2005 seed Finish #15-KK		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR		X	X	X											"Starhill Forest Arboretum ""oak street"""		Arboretum												Quercus baronii Skan													
867	QUE000867	IL-SH-123		Quercus arizonica Sarg.	Quercus arizonica		Quercus	arizonica	6/11/2012	Bethany Hayward Brown, Kelsey Tucker,  Audrey Brauer			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; GPS location of Arboretum according to website: North 39°56.1' / West 89°48.1'; Oak Street (potted trees) GPS cooridinates (lat: 39.93548119 long:-89.80111672); Compartment #: Oak Street, Lot #: 1.	Arboretum; potted	n/a			Y					n/a	n/a	Quercus arizonica					Starhill Forest Arboretum	1996-019	NM; USA	F	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a			Tag Info: NM Melendrez 96		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	X	X	X	175255							OAK-MOR-535	Batch 1		"Starhill Forest Arboretum ""oak street"""		Arboretum		34.51994	-105.87009	Google earth, center of New Mexico, USA	USA				Quercus arizonica_>OAK-MOR-535	Quercus arizonica | OAK-MOR-535 | USA : New MEXICO	http://quercus.lifedesks.org/node/947	Quercus arizonica Sarg.		PRJNA376740	0	OAK-MOR-535	PstI RADseq of Quercus arizonica from USA : New Mexico	OAK-MOR-535.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
868	QUE000868	FLSF54	geminata.FLSF54	Quercus geminata Small	Quercus geminata		Quercus	geminata					USA	Florida			San Felasco Hammock State Preserve												Quercus geminata					n/a	n/a	n/a	F		29.73496671	-82.4474227										other JCB grant	UMN					na		na					FLSF54	Virentes, 2010-2012		UMN_Virentes		wild		29.73496671	-82.4474227		USA	Florida				Quercus geminata | FLSF54 | 		Quercus geminata Small		PRJNA277574	SAMN03394551|SAMN03394530	FLSF54_v|FLSF54_re	PstI RADseq of Quercus geminata from USA: Florida	FLSF54.fq.gz	Cavender et al. 2015	Cavender et al. 2015; Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	RAD-sequenced 2x (FLSF54_v on Illumina Genome Analyzer IIx| FLSF54_re on the Illumina HiSeq 2000)	Illumina Genome Analyzer IIx & Illumina HiSeq 2000			
869	QUE000869	FLAB109	geminata.FLAB109	Quercus geminata Small	Quercus geminata		Quercus	geminata					USA	Florida			Archbold Biological Station												Quercus geminata					n/a	n/a	n/a	F		27.18367732	-81.3580381										other JCB grant	UMN					na		na					FLAB109	Virentes, 2010-2012		UMN_Virentes		wild		27.18367732	-81.3580381		USA	Florida			>FLAB109	Quercus geminata | FLAB109 | 	na	Quercus geminata Small		PRJNA277574	SAMN03394543|SAMN03394528	FLAB109_v|FLAB109_re	PstI RADseq of Quercus geminata from USA: Florida	FLAB109.fq.gz	Cavender et al. 2015	Cavender et al. 2015; Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	RAD-sequenced 2x (FLAB109_v on Illumina Genome Analyzer IIx| FLAB109_re on the Illumina HiSeq 2000)	Illumina Genome Analyzer IIx & Illumina HiSeq 2000			
