INDEX	Specimen CODE	collectionNumber	Alt_Coll_No	LABEL_Species_author	Cleaned_NAMES-USE-THIS	id_modifier	Genus	Species_ept	collectionDate	collectors	Material type	Received by MOR	country	state/province	substate	substateRank	site	habitat	associates	Flower	Fruit	Veg	MatureBuds	DBH-cm	Height-m	plantAttributesOther	elevation	elevationSource	determinationOriginal	subsequentDetermination	detBy	detDate	determinationNotes	sourceInstitution	livingCollectionsNumber	OrigSourceInfo	Original Source- Cultivated	waypoint	latitude.orig	longitude.orig	datum	utm_zone	utm_northing	utm_easting	Altitude	coordinatesSource	photos	Collecting_Extracting notes	Expedition	Project	DNA_location	voucher1	voucher2	voucher3	otherVouchers	MOR_Acc_Num	Voucher_Notes	MOR_Barcode	MorphAcc_Num	Recollect_Date	Recollect_Num	Recollect_Collecters	Sent to Floragenex	RAD Batch.No	RAD sequencing notes	TEMP	Mira used for:	Wild_Arb_GH_Collected	Paper References	latitude_georef	longitude_georef	Georeference_source	country-georef	state_province_georef	County_georef	City_georef	Tip_labels 	Andrews Paper	Voucher Imaged	SPECIES-LINK-TO-TAXONOMY (no vars)	Cronn CP Sequenced	SRA_bioproject_accession	SRA_biosample_accession	SRA_library_ID	SRA_title_correct_LOCALITY_INFO	SRA_filename	SRA_Publication	SRA_SEQUENCES USED IN 	SRA_NOTES	Sequenced on 	Sequencing Summary	Floragenex Lib.No	EXTRACTION LABELING
665	QUE000665	IL-SH-52	IL-SH-052	Quercus sinuata Walter var. breviloba (Torr.) C.H. Mull.	Quercus sinuata var. breviloba		Quercus	sinuata var. breviloba	6/12/2012	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOOA; Lot#: 2	Arboretum				Y		1, 3, & 2.	1.5				Quercus sinuata breviloba					Starhill Forest Arboretum	2009-191	Collin Co., TX, USA 	F	n/a	39.9327666667	-89.8022		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Three trunks near ground level.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175344							OAK-MOR-448	Batch 3		Starhill Forest Arboretum		Arboretum		33.185902	-96.571204	Google earth to center of Collin Co., TX	USA	Texas	Collin		Quercus sinuata var. breviloba_>OAK-MOR-448	Quercus sinuata var. breviloba | OAK-MOR-448 | USA : Texas	http://quercus.lifedesks.org/node/1007	Quercus sinuata Walter		PRJNA376740	0	OAK-MOR-448	PstI RADseq of Quercus sinuata var. breviloba from USA : Texas	OAK-MOR-448.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
666	QUE000666	IL-SH-53	IL-SH-053	Quercus buckleyi Nixon & Dorr	Quercus buckleyi		Quercus	buckleyi	6/12/2012	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOOA; Lot#: 4	Arboretum				Y		1.5	1.7				Quercus buckleyi					Starhill Forest Arboretum	2011-029	Walde Co., TX, USA	F	n/a	39.93263913	-89.80176631		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Looks like 2 sister acorns where planted at gps site; sampled (DNA + voucher) from taller of the two specimens.  Small specimen, small voucher to accompany photo voucher.		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	178220							OAK-MOR-226	Batch 1		Starhill Forest Arboretum		Arboretum		31.483419	-97.514466	Nothing that looks like Walde county exists in texas,  there is some reference to a Waldo, Texas which is in McLennan County, which is within the species range for Q. buckleyi. Am using this as location?? (Waldo Rd, tx, usa)	USA	Texas	Walde		Quercus buckleyi_>OAK-MOR-226	Quercus buckleyi | OAK-MOR-226 | USA : Texas		Quercus buckleyi Nixon & Dorr		PRJNA376740	0	OAK-MOR-226	PstI RADseq of Quercus buckleyi from USA : Texas	OAK-MOR-226.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
667	QUE000667	IL-SH-54	IL-SH-054	Quercus petraea subsp. pinnatiloba (K.Koch) Menitsky	#N/A		Quercus	petraea subsp. pinnatiloba	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOOB; Lot#: 1	Arboretum				Y		2, 1.5	1.2				Quercus petraea subsp. pinnatiloba					Starhill Forest Arboretum	2011-036	Population 108; Van; Turkey; 1680 m; N38-28/E42-31		n/a	39.93261063	-89.80145702		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Main trunk is dead; new shoots near ground.  Very small specimen and voucher to accompany photo voucher.  Due to size of shoots, leaves picked from differet shoots.;  Tree Tag Info: Borazan		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	178221										Starhill Forest Arboretum		Arboretum												Quercus petraea (Matt.) Liebl.													
668	QUE000668	IL-SH-55	IL-SH-055	Quercus canariensis Willd.	#N/A		Quercus	canariensis	41072	Marlene Hahn, Breane Budaitis, & Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOOB; Lot#: 5	Arboretum				Y		0.5					Quercus canariensis					Starhill Forest Arboretum	2011-015	Alcala de los Gazules, Cadiz, Spain		n/a	39.93267207	-89.8012955		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR-photo voucher	x	x	x	176068										Starhill Forest Arboretum		Arboretum												Quercus canariensis Willd.													
669	QUE000669	IL-SH-56	IL-SH-056	Quercus petraea (Matt.) Liebl.	#N/A		Quercus	petraea	41073	Bethany Hayward Brown, Marcial Escudero			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: OOB; Lot#: 5	Arboretum				Y		2	0.2				Quercus petraea					Starhill Forest Arboretum	2004-047	Piano Costantino, Madonie Mts.; Palermo, Sicily, Italy		n/a	39.93358134	-89.80159348		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: Several trunks near ground level;  Tree Tag Info: Piano Constantino, 1500m Palermo via Lamant 96		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x											Starhill Forest Arboretum		Arboretum												Quercus petraea (Matt.) Liebl.													
670	QUE000670	IL-SH-57	IL-SH-057	Quercus muehlenbergii Engelm.	Quercus muehlenbergii		Quercus	muehlenbergii	6/13/2012	Bethany Hayward Brown, Marcial Escudero			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: DD; Lot#: 4	Arboretum				Y		20	3.1				Quercus muehlenbergii		A. Hipp	10/31/2013	!	Starhill Forest Arboretum	2001-047	Custer Co., OK, USA	F	n/a	39.9352739	-89.79976715		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Tree Tag Info: Oklahoma		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175345							OAK-MOR-632	Batch 3		Starhill Forest Arboretum		Arboretum		35.623899	-99.008733	Google earth to center of Custer county, OK.	USA	Oklahoma	Custer		Quercus muehlenbergii_>OAK-MOR-632	Quercus muehlenbergii | OAK-MOR-632 | USA : Oklahoma	http://quercus.lifedesks.org/node/1070	Quercus muehlenbergii Engelm.	OAK-MOR-632a	PRJNA376740	SAMN06446177	OAK-MOR-632	PstI RADseq of Quercus muehlenbergii from USA:Oklahoma	OAK-MOR-632.fq.barcodeStripped.fq.gz	Pham et al. (SRA.2017.02.03.plastomeProject)	Pham et al. (SRA.2017.02.03.plastomeProject); Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
671	QUE000671	IL-SH-58	IL-SH-058	Quercus macrocarpa Michx.	#N/A		Quercus	macrocarpa	41073	Bethany Hayward Brown, Marcial Escudero			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: FF; Lot#: ?35?	Arboretum				Y		50	6.1				Quercus macrocarpa					Starhill Forest Arboretum				n/a	39.9355	89.79836		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Tree Tag Info: West Lafayette IN		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175268										Starhill Forest Arboretum		Arboretum											http://quercus.lifedesks.org/node/1093	Quercus macrocarpa Michx.													
672	QUE000672	IL-SH-59	IL-SH-059	Quercus macrocarpa Michx.	Quercus macrocarpa		Quercus	macrocarpa	6/13/2012	Bethany Hayward Brown, Marcial Escudero			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: FFF; Lot#: 16	Arboretum				Y		10	1.2				Quercus macrocarpa		A. Hipp	10/31/2013	!	Starhill Forest Arboretum				n/a	39.93551	89.79834		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		 Tree Tag Info: Carter Co., MT		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175267							OAK-MOR-671	Batch 4		Starhill Forest Arboretum		Arboretum		45.502933	-104.4767	google map to ~ center of Carter county, montana	USA	Carter	Montana			Quercus macrocarpa | OAK-MOR-671 |  : 	http://quercus.lifedesks.org/node/1078	Quercus macrocarpa Michx.	OAK-MOR-671a	PRJNA376740	0	OAK-MOR-671	PstI RADseq of Quercus macrocarpa from USA: Montana	OAK-MOR-671.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
673	QUE000673	IL-SH-60	IL-SH-060	Quercus macrocarpa Michx.	Quercus macrocarpa		Quercus	macrocarpa	6/13/2012	Bethany Hayward Brown, Marcial Escudero			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: FF; Lot#: 32	Arboretum				Y		25	3.1				Quercus macrocarpa		A. Hipp	10/31/2013	!	Starhill Forest Arboretum		USDA original accession #269. Nemaha Co. KS	F	n/a	39.9355	89.79838		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Tree Tag Info: USDA 269. Nemaha Co. KS		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175269							OAK-MOR-614	Batch 4		Starhill Forest Arboretum		Arboretum		39.779903	-96.015328	google map to ~center of Nemaha Kansas	USA	KS	Nemaha			Quercus macrocarpa | OAK-MOR-614 |  : 	http://quercus.lifedesks.org/node/1079	Quercus macrocarpa Michx.	OAK-MOR-282a	PRJNA376740	0	OAK-MOR-614	PstI RADseq of Quercus macrocarpa from USA: Kansas	OAK-MOR-614.fq.barcodeStripped.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
674	QUE000674	IL-SH-92	IL-SH-092	Quercus arkansana Sarg.	Quercus arkansana		Quercus	arkansana	6/11/2012	Marlene Hahn, Bethany Hayward Brown, Andrew Hipp, Nick Stoynoff, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: CCC; Lot#: 2	Arboretum				Y		2.5	3.7				Quercus arkansana					Starhill Forest Arboretum	2001-028	Webster Co., GA,  USA	F	n/a	39.93594093	-89.80028515		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: 2 trunks near ground level		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175321							OAK-MOR-509	Batch 2		Starhill Forest Arboretum		Arboretum		32.034677	-84.53805	Google earth to middle of Webster Co, GA	USA	Georgia	Webster		Quercus arkansana_>OAK-MOR-509	Quercus arkansana | OAK-MOR-509 | USA : Georgia	http://quercus.lifedesks.org/node/1003	Quercus arkansana Sarg.		PRJNA376740	0	OAK-MOR-509	PstI RADseq of Quercus arkansana from USA : Georgia	OAK-MOR-509.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
675	QUE000675	IL-SH-93	IL-SH-093	Quercus buckleyi Nixon & Dorr	#N/A		Quercus	buckleyi	41071	Andrew Hipp, Nick Stoynoff, Marcial Escudero, Breane Budaitis, Marlene Hahn, Bethany Hayward Brown			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: CCC; Lot#: 3	Arboretum				Y		2.5	3.1				Quercus buckleyi					Starhill Forest Arboretum	2001-029	This buckleyi is from MOR (don't use for study )		n/a	39.93596516	-89.80023393		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175266										Starhill Forest Arboretum		Arboretum		NA	NA									Quercus buckleyi Nixon & Dorr													
676	QUE000676	IL-SH-94	IL-SH-094	Quercus (georgiana x nigra)	#N/A	F1	Quercus	(georgiana x nigra)	41071	Marlene Hahn, Bethany Hayward Brown, Andrew Hipp, Nick Stoynoff, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: DDD; Lot#: 1	Arboretum				Y		10	4.6				Quercus georgiana x nigra F1					Starhill Forest Arboretum	2001-064	"Stone Mountain, GA, USA
"		n/a	39.93604311	-89.80007468		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: From the type locality of Q. georgiana;  Tree Tag Info: From Guy (not tag) From type locality of Q. georgiana		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	DUKE	MX, ND	175270										Starhill Forest Arboretum		Arboretum												Quercus (georgiana x nigra)													
677	QUE000677	IL-SH-95	IL-SH-095	 Quercus muehlenbergii Engelm.	Quercus muehlenbergii var. brayi		Quercus	muehlenbergii	6/11/2012	Marlene Hahn, Bethany Hayward Brown, Andrew Hipp, Nick Stoynoff, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: DDD; Lot#: 1	Arboretum				Y		15	6.1				Quercus muehlenbergii var. brayii	 Quercus muehlenbergii Engelm.	MH-Syn			Starhill Forest Arboretum	2002-043	"Collected by Tom Burleson in Roswell, NM, USA 
"	F	n/a	39.93611	-89.80016897		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175271							OAK-MOR-164	Batch 6		Starhill Forest Arboretum		Arboretum		33.387695	-104.525668	google map to ~center of Roswell, New Mexico	USA	New Mexico	Roswell			Quercus muehlenbergii var. brayi | OAK-MOR-164 | USA : New MEXICO	http://quercus.lifedesks.org/node/1094	 Quercus muehlenbergii Engelm.		PRJNA376740	0	OAK-MOR-164	PstI RADseq of Quercus muehlenbergii var. brayi from USA: New Mexico	OAK-MOR-164_R1.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
678	QUE000678	IL-SH-96	IL-SH-096	Quercus prinoides Willd.	Quercus prinoides		Quercus	prinoides	6/11/2012	Marlene Hahn, Bethany Hayward Brown, Andrew Hipp, Nick Stoynoff, Marcial Escudero, Breane Budaitis			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: DDD; Lot#: 3	Arboretum				Y			1.8				Quercus prinoides					Starhill Forest Arboretum	2006-065	Collected by Greg Morgenson, SW of Salem, NE, Richardson Co.	F	n/a	39.93608418	-89.79957805		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)		Notes: 5 trunks near ground level.;  Tree Tag Info: Richardson Co, NB Morg 97		Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	x	x	x	175238							OAK-MOR-532	Batch 1		Starhill Forest Arboretum		Arboretum		40.076297	-95.720956	Google Earth to Salem, Nebraska	USA	NE	 Richardson		Quercus prinoides_>OAK-MOR-532	Quercus prinoides | OAK-MOR-532 | USA : Nebraska		Quercus prinoides Willd.	OAK-MOR-629a	PRJNA376740	SAMN06446180	OAK-MOR-532	PstI RADseq of Quercus prinoides from USA:Nebraska	OAK-MOR-532.fq.gz	Pham et al. (SRA.2017.02.03.plastomeProject)	Pham et al. (SRA.2017.02.03.plastomeProject); Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
679	QUE000679	IL-SH-97	IL-SH-097	Quercus ellipsoidalis E. J. Hill	#N/A		Quercus	ellipsoidalis	41072	Andrew Hipp, Nick Stoynoff			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: CC; Lot#: 4	Arboretum				Y		6	3.7				Quercus ellipsoidalis					Starhill Forest Arboretum	2003-026	Dan Keiser;  MN; Cass Co., USA		n/a	39.93505455	-89.80026687		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR	UMN	DUKE	MX, ND	175237										Starhill Forest Arboretum		Arboretum												Quercus ellipsoidalis E. J. Hill													
680	QUE000680	IL-SH-98	IL-SH-098	Quercus pungens Liebm.	Quercus pungens		Quercus	pungens	6/12/2012	Andrew Hipp, Nick Stoynoff, Adam Zindel, Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: CC; Lot#: 1	Arboretum				Y			0.2				Quercus pungens					Starhill Forest Arboretum	2008-060	McKittrick Canyon, Guadalupe Mtns. NP; TX, USA	F	n/a	39.93516041	-89.80062193		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR-photo voucher	x	x	x	176067							OAK-MOR-428	Batch 2		Starhill Forest Arboretum		Arboretum		31.97917	-104.75417	GEOLocate Web App.	USA	Texas			Quercus pungens_>OAK-MOR-428	Quercus pungens | OAK-MOR-428 | USA : Texas	n/a-photo voucher-see photos on lifedesks	Quercus pungens Liebm.		PRJNA376740	0	OAK-MOR-428	PstI RADseq of Quercus pungens from USA : Texas	OAK-MOR-428.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
681	QUE000681	IL-SH-99	IL-SH-099	Quercus havardii Rydb.	Quercus havardii		Quercus	havardii	6/12/2012	Andrew Hipp, Nick Stoynoff, Adam Zindel, Alana McKean			USA	Illinois	Menard	County	Starhill Forest Arboretum, Petersburg, IL, USA; North 39°56.1' / West 89°48.1' (website); Compartment #: CC; Lot#: 2	Arboretum				Y			0				Quercus havardii					Starhill Forest Arboretum	2005-059	Callahan Co., TX, USA	F	n/a	39.93516343	-89.80068773		n/a	n/a	n/a	n/a	gps (of plant on Arboretum grounds)				Phylogeny of the oaks of the Americas: Diversification of an ecologically important clade across the tropical-temperate divide. (2012-2015 NSF Grant, DEB 114648)	MOR	MOR-photo voucher	x	x	x	176064							OAK-MOR-430	Batch 2		Starhill Forest Arboretum		Arboretum		32.28564	-99.449411	Google earth to Callahan Co. TX	USA	Texas	Callahan		Quercus havardii_>OAK-MOR-430	Quercus havardii | OAK-MOR-430 | USA : Texas	n/a-photo voucher-see photos on lifedesks	Quercus havardii Rydb.		PRJNA376740	0	OAK-MOR-430	PstI RADseq of Quercus havardii from USA : Texas	OAK-MOR-430.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
682	QUE000682	PM-1	PS Manos 1820	Quercus durata var. gabrielensis Nixon & C.H.Müll.	Quercus durata		Quercus	durata var. gabrielensis	4/21/2012	PS Manos			USA	California	Los Angeles	County	East Fork of San Gabrielle River										1416 m		Quercus durata gabrielensis							n/a	F	n/a	34.23253	-117.75728											DUKE	MOR				177656							PM1	Batch 2		Paul Manos				34.23253	-117.75728		USA	California	Los Angeles		Quercus durata_>PM1	Quercus durata | PM1 | USA : California		Quercus durata Jeps.		PRJNA376740	0	PM1	PstI RADseq of Quercus durata from USA : California	PM1.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
683	QUE000683	PM-2	PS Manos 1821	Quercus agrifolia Née	Quercus agrifolia		Quercus	agrifolia	4/21/2012	PS Manos			USA	California	Los Angeles	County	Flooplain forest mixed with sandy river washes with Salix, Platanus and Alnus										1416 m		Quercus agrifolia 							n/a	F	n/a	34.23253	-117.75728											DUKE	MOR				177657							PM2	Batch 2		Paul Manos				34.23253	-117.75728		USA	California	Los Angeles		Quercus agrifolia_>PM2	Quercus agrifolia | PM-2| USA:California		Quercus agrifolia Née		PRJNA376740	0	PM2	PstI RADseq of Quercus agrifolia from USA : California	PM2.fq.gz	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)	Hipp et al. ( SRA.2017.04.xx.ConvergenceStudy)					
